linea_credito,clave_municipio,clave_estado,ano,estado,municipio,modalidad,acciones,monto
Linea IV,029,30,2024,Veracruz de Ignacio de la Llave,Calcahualco,Ampliación y rehabilitación,1,57962.0
Linea II,030,30,2024,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,Nueva,1,1525319.0394304
Linea II,030,30,2024,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,Existente,11,10274280.6065328
Linea II,030,30,2024,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,Adquisición de suelo,1,383520.128
Linea IV,030,30,2024,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,Ampliación y rehabilitación,26,0.0
Linea IV,031,30,2024,Veracruz de Ignacio de la Llave,Carrillo Puerto,Ampliación y rehabilitación,1,55206.0
Linea II,032,30,2024,Veracruz de Ignacio de la Llave,Catemaco,Existente,37,22959155.447336
Linea II,032,30,2024,Veracruz de Ignacio de la Llave,Catemaco,Adquisición de suelo,1,768440.1808544
Linea IV,032,30,2024,Veracruz de Ignacio de la Llave,Catemaco,Ampliación y rehabilitación,3,0.0
Linea II,033,30,2024,Veracruz de Ignacio de la Llave,Cazones de Herrera,Existente,5,3907461.7135536
Linea II,033,30,2024,Veracruz de Ignacio de la Llave,Cazones de Herrera,Adquisición de suelo,1,302285.7039472
Linea IV,033,30,2024,Veracruz de Ignacio de la Llave,Cazones de Herrera,Autoconstrucción,1,0.0
Linea IV,033,30,2024,Veracruz de Ignacio de la Llave,Cazones de Herrera,Ampliación y rehabilitación,15,84659.0
Linea II,034,30,2024,Veracruz de Ignacio de la Llave,Cerro Azul,Existente,3,1972187.5462208
Linea IV,034,30,2024,Veracruz de Ignacio de la Llave,Cerro Azul,Ampliación y rehabilitación,4,30325.0
Linea II,036,30,2024,Veracruz de Ignacio de la Llave,Coacoatzintla,Existente,1,403588.8087648
Linea IV,036,30,2024,Veracruz de Ignacio de la Llave,Coacoatzintla,Ampliación y rehabilitación,6,0.0
Linea II,038,30,2024,Veracruz de Ignacio de la Llave,Coatepec,Nueva,41,50475975.3657536
Linea II,038,30,2024,Veracruz de Ignacio de la Llave,Coatepec,Existente,133,84484146.0238704
Linea II,038,30,2024,Veracruz de Ignacio de la Llave,Coatepec,Adquisición de suelo,18,11551096.74284
Linea III,038,30,2024,Veracruz de Ignacio de la Llave,Coatepec,Con disponibilidad de terreno,1,535282.8970608
Linea IV,038,30,2024,Veracruz de Ignacio de la Llave,Coatepec,Ampliación y rehabilitación,214,715062.95
Linea V,038,30,2024,Veracruz de Ignacio de la Llave,Coatepec,Pago de pasivos,2,1723039.636632
Linea II,039,30,2024,Veracruz de Ignacio de la Llave,Coatzacoalcos,Nueva,32,35271361.6012752
Linea II,039,30,2024,Veracruz de Ignacio de la Llave,Coatzacoalcos,Existente,1259,863703834.5037936
Linea II,039,30,2024,Veracruz de Ignacio de la Llave,Coatzacoalcos,Adquisición de suelo,34,23272815.8680272
Linea IV,039,30,2024,Veracruz de Ignacio de la Llave,Coatzacoalcos,Ampliación y rehabilitación,381,935833.0
Linea II,040,30,2024,Veracruz de Ignacio de la Llave,Coatzintla,Nueva,4,2763710.4718304
Linea II,040,30,2024,Veracruz de Ignacio de la Llave,Coatzintla,Existente,107,67298796.5057088
Linea II,040,30,2024,Veracruz de Ignacio de la Llave,Coatzintla,Adquisición de suelo,11,4576664.2589056
Linea IV,040,30,2024,Veracruz de Ignacio de la Llave,Coatzintla,Autoconstrucción,3,0.0
Linea IV,040,30,2024,Veracruz de Ignacio de la Llave,Coatzintla,Ampliación y rehabilitación,109,723337.0
Linea IV,041,30,2024,Veracruz de Ignacio de la Llave,Coetzala,Autoconstrucción,1,0.0
Linea IV,041,30,2024,Veracruz de Ignacio de la Llave,Coetzala,Ampliación y rehabilitación,2,0.0
Linea IV,042,30,2024,Veracruz de Ignacio de la Llave,Colipa,Ampliación y rehabilitación,1,0.0
Linea IV,043,30,2024,Veracruz de Ignacio de la Llave,Comapa,Ampliación y rehabilitación,1,0.0
Linea II,044,30,2024,Veracruz de Ignacio de la Llave,Córdoba,Nueva,51,40131108.9614352
Linea II,044,30,2024,Veracruz de Ignacio de la Llave,Córdoba,Existente,451,294823765.0680256
Linea II,044,30,2024,Veracruz de Ignacio de la Llave,Córdoba,Adquisición de suelo,14,8102690.761408
Linea IV,044,30,2024,Veracruz de Ignacio de la Llave,Córdoba,Autoconstrucción,6,0.0
Linea III,044,30,2024,Veracruz de Ignacio de la Llave,Córdoba,Con disponibilidad de terreno,2,627200.0061536
Linea IV,044,30,2024,Veracruz de Ignacio de la Llave,Córdoba,Ampliación y rehabilitación,417,2610869.0
Linea II,045,30,2024,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,Nueva,4,3696430.1009312
Linea II,045,30,2024,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,Existente,73,47430688.6401904
Linea IV,045,30,2024,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,Ampliación y rehabilitación,38,88161.0
Linea II,046,30,2024,Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,Existente,1,475920.8402304
Linea IV,046,30,2024,Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,Ampliación y rehabilitación,3,39377.05
Linea II,047,30,2024,Veracruz de Ignacio de la Llave,Coscomatepec,Nueva,1,1385020.4024848
Linea II,048,30,2024,Veracruz de Ignacio de la Llave,Cosoleacaque,Nueva,2,3201067.8699472
Linea II,048,30,2024,Veracruz de Ignacio de la Llave,Cosoleacaque,Existente,305,189814511.59604
Linea II,048,30,2024,Veracruz de Ignacio de la Llave,Cosoleacaque,Adquisición de suelo,19,11411656.374512
Linea III,048,30,2024,Veracruz de Ignacio de la Llave,Cosoleacaque,Con disponibilidad de terreno,1,1228090.6481312
Linea IV,048,30,2024,Veracruz de Ignacio de la Llave,Cosoleacaque,Ampliación y rehabilitación,195,848723.0
Linea II,049,30,2024,Veracruz de Ignacio de la Llave,Cotaxtla,Existente,3,2140059.452264
Linea III,049,30,2024,Veracruz de Ignacio de la Llave,Cotaxtla,Autoconstrucción,1,0.0
Linea IV,049,30,2024,Veracruz de Ignacio de la Llave,Cotaxtla,Ampliación y rehabilitación,7,42414.0
Linea II,050,30,2024,Veracruz de Ignacio de la Llave,Coxquihui,Existente,1,671489.4478128
Linea IV,050,30,2024,Veracruz de Ignacio de la Llave,Coxquihui,Ampliación y rehabilitación,1,0.0
Linea IV,051,30,2024,Veracruz de Ignacio de la Llave,Coyutla,Ampliación y rehabilitación,6,67586.0
Linea II,052,30,2024,Veracruz de Ignacio de la Llave,Cuichapa,Existente,10,6189379.1780704
Linea IV,052,30,2024,Veracruz de Ignacio de la Llave,Cuichapa,Autoconstrucción,1,0.0
Linea IV,052,30,2024,Veracruz de Ignacio de la Llave,Cuichapa,Ampliación y rehabilitación,21,0.0
Linea II,053,30,2024,Veracruz de Ignacio de la Llave,Cuitláhuac,Existente,10,6284015.6433504
Linea IV,053,30,2024,Veracruz de Ignacio de la Llave,Cuitláhuac,Ampliación y rehabilitación,5,38017.0
Linea II,054,30,2024,Veracruz de Ignacio de la Llave,Chacaltianguis,Existente,2,1535406.8518256
Linea IV,054,30,2024,Veracruz de Ignacio de la Llave,Chacaltianguis,Ampliación y rehabilitación,1,0.0
Linea II,058,30,2024,Veracruz de Ignacio de la Llave,Chicontepec,Existente,2,1608833.4296784
Linea II,058,30,2024,Veracruz de Ignacio de la Llave,Chicontepec,Adquisición de suelo,1,533733.629552
Linea IV,058,30,2024,Veracruz de Ignacio de la Llave,Chicontepec,Ampliación y rehabilitación,2,0.0
Linea II,059,30,2024,Veracruz de Ignacio de la Llave,Chinameca,Existente,20,12908491.3949456
Linea II,059,30,2024,Veracruz de Ignacio de la Llave,Chinameca,Adquisición de suelo,14,9610831.5506176
Linea IV,059,30,2024,Veracruz de Ignacio de la Llave,Chinameca,Ampliación y rehabilitación,17,0.0
Linea II,060,30,2024,Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,Existente,1,709450.786
Linea II,061,30,2024,Veracruz de Ignacio de la Llave,Las Choapas,Existente,34,23718174.4969248
Linea II,061,30,2024,Veracruz de Ignacio de la Llave,Las Choapas,Adquisición de suelo,9,4356210.6272448
Linea IV,061,30,2024,Veracruz de Ignacio de la Llave,Las Choapas,Ampliación y rehabilitación,18,82484.0
Linea II,062,30,2024,Veracruz de Ignacio de la Llave,Chocamán,Existente,5,3039142.1140816
Linea IV,062,30,2024,Veracruz de Ignacio de la Llave,Chocamán,Ampliación y rehabilitación,8,0.0
Linea II,065,30,2024,Veracruz de Ignacio de la Llave,Emiliano Zapata,Nueva,264,151789553.77544
Linea II,065,30,2024,Veracruz de Ignacio de la Llave,Emiliano Zapata,Existente,102,70130373.6438528
Linea II,065,30,2024,Veracruz de Ignacio de la Llave,Emiliano Zapata,Adquisición de suelo,3,1005027.0678704
Linea IV,065,30,2024,Veracruz de Ignacio de la Llave,Emiliano Zapata,Ampliación y rehabilitación,173,878021.07
Linea V,065,30,2024,Veracruz de Ignacio de la Llave,Emiliano Zapata,Pago de pasivos,2,1205752.4748576
Linea IV,066,30,2024,Veracruz de Ignacio de la Llave,Espinal,Ampliación y rehabilitación,2,19769.0
Linea II,068,30,2024,Veracruz de Ignacio de la Llave,Fortín,Nueva,40,59749150.3015312
Linea II,068,30,2024,Veracruz de Ignacio de la Llave,Fortín,Existente,180,131259485.207048
Linea II,068,30,2024,Veracruz de Ignacio de la Llave,Fortín,Adquisición de suelo,17,11516274.0226672
Linea IV,068,30,2024,Veracruz de Ignacio de la Llave,Fortín,Autoconstrucción,1,0.0
Linea III,068,30,2024,Veracruz de Ignacio de la Llave,Fortín,Con disponibilidad de terreno,2,1307800.2540112
Linea IV,068,30,2024,Veracruz de Ignacio de la Llave,Fortín,Ampliación y rehabilitación,103,733270.0
Linea V,068,30,2024,Veracruz de Ignacio de la Llave,Fortín,Pago de pasivos,1,602194.3938336
Linea II,069,30,2024,Veracruz de Ignacio de la Llave,Gutiérrez Zamora,Existente,4,2202065.0702416
Linea IV,069,30,2024,Veracruz de Ignacio de la Llave,Gutiérrez Zamora,Ampliación y rehabilitación,6,127310.0
Linea II,070,30,2024,Veracruz de Ignacio de la Llave,Hidalgotitlán,Adquisición de suelo,1,649082.9924064
Linea IV,070,30,2024,Veracruz de Ignacio de la Llave,Hidalgotitlán,Ampliación y rehabilitación,1,0.0
Linea II,071,30,2024,Veracruz de Ignacio de la Llave,Huatusco,Existente,20,13441082.986856
Linea II,071,30,2024,Veracruz de Ignacio de la Llave,Huatusco,Adquisición de suelo,10,4822237.1183408
Linea IV,071,30,2024,Veracruz de Ignacio de la Llave,Huatusco,Autoconstrucción,1,0.0
Linea IV,071,30,2024,Veracruz de Ignacio de la Llave,Huatusco,Ampliación y rehabilitación,4,0.0
Linea II,073,30,2024,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,Existente,17,12484368.5077808
Linea II,073,30,2024,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,Adquisición de suelo,48,36846359.0775536
Linea IV,073,30,2024,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,Ampliación y rehabilitación,4,0.0
Linea II,074,30,2024,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,Nueva,5,3780052.943864
Linea II,074,30,2024,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,Existente,3,2533118.36052
Linea II,074,30,2024,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,Adquisición de suelo,10,4128195.1656928
Linea III,074,30,2024,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,Con disponibilidad de terreno,1,929392.635064
Linea IV,074,30,2024,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,Ampliación y rehabilitación,15,0.0
Linea II,075,30,2024,Veracruz de Ignacio de la Llave,Ignacio de la Llave,Nueva,1,0.0
Linea II,077,30,2024,Veracruz de Ignacio de la Llave,Isla,Nueva,1,603837.4718304
Linea II,077,30,2024,Veracruz de Ignacio de la Llave,Isla,Existente,33,18881923.1012304
Linea II,077,30,2024,Veracruz de Ignacio de la Llave,Isla,Adquisición de suelo,4,2288551.8335552
Linea IV,077,30,2024,Veracruz de Ignacio de la Llave,Isla,Ampliación y rehabilitación,2,120762.31
Linea IV,079,30,2024,Veracruz de Ignacio de la Llave,Ixhuacán de los Reyes,Ampliación y rehabilitación,1,0.0
Linea II,080,30,2024,Veracruz de Ignacio de la Llave,Ixhuatlán del Café,Existente,2,1021491.7718768
Linea IV,080,30,2024,Veracruz de Ignacio de la Llave,Ixhuatlán del Café,Ampliación y rehabilitación,4,0.0
Linea II,081,30,2024,Veracruz de Ignacio de la Llave,Ixhuatlancillo,Nueva,8,13056732.259048
Linea II,081,30,2024,Veracruz de Ignacio de la Llave,Ixhuatlancillo,Existente,41,33735870.6676368
Linea II,081,30,2024,Veracruz de Ignacio de la Llave,Ixhuatlancillo,Adquisición de suelo,15,8752635.6909936
Linea IV,081,30,2024,Veracruz de Ignacio de la Llave,Ixhuatlancillo,Ampliación y rehabilitación,29,330322.0
Linea II,082,30,2024,Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,Existente,9,5644562.651264
Linea II,082,30,2024,Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,Adquisición de suelo,2,863011.2783584
Linea IV,082,30,2024,Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,Ampliación y rehabilitación,26,0.0
Linea IV,083,30,2024,Veracruz de Ignacio de la Llave,Ixhuatlán de Madero,Ampliación y rehabilitación,2,0.0
Linea II,085,30,2024,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,Nueva,172,106636845.7586848
Linea II,085,30,2024,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,Existente,55,39559223.607336
Linea II,085,30,2024,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,Adquisición de suelo,13,8936673.2547984
Linea IV,085,30,2024,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,Autoconstrucción,2,0.0
Linea IV,085,30,2024,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,Ampliación y rehabilitación,124,830847.0
Linea IV,086,30,2024,Veracruz de Ignacio de la Llave,Jalacingo,Ampliación y rehabilitación,10,0.0
Linea II,087,30,2024,Veracruz de Ignacio de la Llave,Xalapa,Nueva,99,89973653.3912816
Linea II,087,30,2024,Veracruz de Ignacio de la Llave,Xalapa,Existente,407,289744674.7012896
Linea II,087,30,2024,Veracruz de Ignacio de la Llave,Xalapa,Adquisición de suelo,10,7237383.9010544
Linea III,087,30,2024,Veracruz de Ignacio de la Llave,Xalapa,Con disponibilidad de terreno,1,411388.4239472
Linea IV,087,30,2024,Veracruz de Ignacio de la Llave,Xalapa,Ampliación y rehabilitación,982,5268269.57
Linea V,087,30,2024,Veracruz de Ignacio de la Llave,Xalapa,Pago de pasivos,4,2758031.5929536
Linea IV,088,30,2024,Veracruz de Ignacio de la Llave,Jalcomulco,Ampliación y rehabilitación,1,0.0
Linea II,089,30,2024,Veracruz de Ignacio de la Llave,Jáltipan,Nueva,2,2815257.652208
Linea II,089,30,2024,Veracruz de Ignacio de la Llave,Jáltipan,Existente,62,41264212.9533904
Linea II,089,30,2024,Veracruz de Ignacio de la Llave,Jáltipan,Adquisición de suelo,76,44231848.7379344
Linea IV,089,30,2024,Veracruz de Ignacio de la Llave,Jáltipan,Ampliación y rehabilitación,20,140352.0
Linea II,090,30,2024,Veracruz de Ignacio de la Llave,Jamapa,Existente,6,4160270.589032
Linea II,090,30,2024,Veracruz de Ignacio de la Llave,Jamapa,Adquisición de suelo,3,1634025.8242688
Linea IV,090,30,2024,Veracruz de Ignacio de la Llave,Jamapa,Ampliación y rehabilitación,10,0.0
Linea II,091,30,2024,Veracruz de Ignacio de la Llave,Jesús Carranza,Existente,1,920837.836
Linea IV,091,30,2024,Veracruz de Ignacio de la Llave,Jesús Carranza,Ampliación y rehabilitación,2,0.0
Linea II,092,30,2024,Veracruz de Ignacio de la Llave,Xico,Existente,7,4840202.3675072
Linea II,092,30,2024,Veracruz de Ignacio de la Llave,Xico,Adquisición de suelo,2,1671528.3319136
Linea IV,092,30,2024,Veracruz de Ignacio de la Llave,Xico,Ampliación y rehabilitación,26,18687.49
Linea II,093,30,2024,Veracruz de Ignacio de la Llave,Jilotepec,Nueva,1,0.0
Linea II,093,30,2024,Veracruz de Ignacio de la Llave,Jilotepec,Adquisición de suelo,2,885274.1287808
Linea IV,093,30,2024,Veracruz de Ignacio de la Llave,Jilotepec,Ampliación y rehabilitación,24,0.0
Linea II,094,30,2024,Veracruz de Ignacio de la Llave,Juan Rodríguez Clara,Existente,17,11882056.6911024
Linea II,094,30,2024,Veracruz de Ignacio de la Llave,Juan Rodríguez Clara,Adquisición de suelo,1,729934.3319776
Linea IV,094,30,2024,Veracruz de Ignacio de la Llave,Juan Rodríguez Clara,Ampliación y rehabilitación,2,0.0
Linea II,097,30,2024,Veracruz de Ignacio de la Llave,Lerdo de Tejada,Existente,34,18033301.3232368
Linea IV,097,30,2024,Veracruz de Ignacio de la Llave,Lerdo de Tejada,Autoconstrucción,1,0.0
Linea IV,097,30,2024,Veracruz de Ignacio de la Llave,Lerdo de Tejada,Ampliación y rehabilitación,13,0.0
Linea IV,098,30,2024,Veracruz de Ignacio de la Llave,Magdalena,Ampliación y rehabilitación,1,24803.0
Linea IV,099,30,2024,Veracruz de Ignacio de la Llave,Maltrata,Autoconstrucción,1,0.0
Linea IV,099,30,2024,Veracruz de Ignacio de la Llave,Maltrata,Ampliación y rehabilitación,4,0.0
Linea II,100,30,2024,Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,Existente,24,15410378.8501312
Linea II,100,30,2024,Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,Adquisición de suelo,8,3599444.9652896
Linea IV,100,30,2024,Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,Ampliación y rehabilitación,30,0.0
Linea II,101,30,2024,Veracruz de Ignacio de la Llave,Mariano Escobedo,Nueva,28,32492326.3851824
Linea II,101,30,2024,Veracruz de Ignacio de la Llave,Mariano Escobedo,Existente,46,31672142.1345376
Linea II,101,30,2024,Veracruz de Ignacio de la Llave,Mariano Escobedo,Adquisición de suelo,8,5373876.8093872
Linea IV,101,30,2024,Veracruz de Ignacio de la Llave,Mariano Escobedo,Ampliación y rehabilitación,35,0.0
Linea V,101,30,2024,Veracruz de Ignacio de la Llave,Mariano Escobedo,Pago de pasivos,1,700764.5310928
Linea II,102,30,2024,Veracruz de Ignacio de la Llave,Martínez de la Torre,Nueva,10,11492628.1818912
Linea II,102,30,2024,Veracruz de Ignacio de la Llave,Martínez de la Torre,Existente,132,84587860.6554944
Linea II,102,30,2024,Veracruz de Ignacio de la Llave,Martínez de la Torre,Adquisición de suelo,18,7365833.0741744
Linea IV,102,30,2024,Veracruz de Ignacio de la Llave,Martínez de la Torre,Autoconstrucción,2,0.0
Linea IV,102,30,2024,Veracruz de Ignacio de la Llave,Martínez de la Torre,Ampliación y rehabilitación,88,333134.42
Linea IV,104,30,2024,Veracruz de Ignacio de la Llave,Mecayapan,Ampliación y rehabilitación,4,122057.0
Linea II,105,30,2024,Veracruz de Ignacio de la Llave,Medellín de Bravo,Nueva,1044,585517831.7991585
Linea II,105,30,2024,Veracruz de Ignacio de la Llave,Medellín de Bravo,Existente,352,205027240.6326112
Linea II,105,30,2024,Veracruz de Ignacio de la Llave,Medellín de Bravo,Adquisición de suelo,9,4763397.3951104
Linea IV,105,30,2024,Veracruz de Ignacio de la Llave,Medellín de Bravo,Autoconstrucción,1,0.0
