clave_municipio,clave_estado,ano,estado,municipio,modalidad,zona,acciones,monto
018,19,2017,Nuevo León,García,Otros programas,Urbano,86,58142360.0
019,19,2017,Nuevo León,San Pedro Garza García,Viviendas nuevas,Urbano,227,1113555029.0
019,19,2017,Nuevo León,San Pedro Garza García,Viviendas existentes,Urbano,77,350635490.0
019,19,2017,Nuevo León,San Pedro Garza García,Mejoramientos,Urbano,132,112364223.0
019,19,2017,Nuevo León,San Pedro Garza García,Otros programas,Urbano,89,373620180.0
020,19,2017,Nuevo León,General Bravo,Viviendas nuevas,Semiurbano,4,4186924.0
020,19,2017,Nuevo León,General Bravo,Viviendas existentes,Semiurbano,3,5648504.0
020,19,2017,Nuevo León,General Bravo,Mejoramientos,Semiurbano,1,51405.0
020,19,2017,Nuevo León,General Bravo,Otros programas,Semiurbano,2,142134.0
021,19,2017,Nuevo León,General Escobedo,Viviendas nuevas,Urbano,685,797839748.0
021,19,2017,Nuevo León,General Escobedo,Viviendas existentes,Urbano,239,173565838.0
021,19,2017,Nuevo León,General Escobedo,Mejoramientos,Urbano,864,33555442.0
021,19,2017,Nuevo León,General Escobedo,Otros programas,Urbano,115,74783231.0
022,19,2017,Nuevo León,General Terán,Viviendas existentes,Rural,1,1281330.0
022,19,2017,Nuevo León,General Terán,Mejoramientos,Rural,3,77886.0
025,19,2017,Nuevo León,General Zuazua,Viviendas nuevas,Urbano,17,11107422.0
025,19,2017,Nuevo León,General Zuazua,Viviendas existentes,Urbano,6,5323804.0
025,19,2017,Nuevo León,General Zuazua,Mejoramientos,Urbano,70,4517448.0
025,19,2017,Nuevo León,General Zuazua,Otros programas,Urbano,13,7064500.0
026,19,2017,Nuevo León,Guadalupe,Viviendas nuevas,Urbano,651,678800063.0
026,19,2017,Nuevo León,Guadalupe,Viviendas existentes,Urbano,319,246097180.0
026,19,2017,Nuevo León,Guadalupe,Mejoramientos,Urbano,1344,57744979.0
026,19,2017,Nuevo León,Guadalupe,Otros programas,Urbano,143,83886427.0
028,19,2017,Nuevo León,Higueras,Mejoramientos,Rural,3,131497.0
029,19,2017,Nuevo León,Hualahuises,Viviendas nuevas,Semiurbano,1,246362.0
029,19,2017,Nuevo León,Hualahuises,Mejoramientos,Semiurbano,4,114254.0
031,19,2017,Nuevo León,Juárez,Viviendas nuevas,Urbano,202,78819774.0
031,19,2017,Nuevo León,Juárez,Viviendas existentes,Urbano,61,23169830.0
031,19,2017,Nuevo León,Juárez,Mejoramientos,Urbano,457,11910675.0
031,19,2017,Nuevo León,Juárez,Otros programas,Urbano,27,8459181.0
032,19,2017,Nuevo León,Lampazos de Naranjo,Viviendas nuevas,Semiurbano,1,1000000.0
033,19,2017,Nuevo León,Linares,Viviendas nuevas,Urbano,15,18911442.0
033,19,2017,Nuevo León,Linares,Viviendas existentes,Urbano,3,931566.0
033,19,2017,Nuevo León,Linares,Mejoramientos,Urbano,339,7317332.0
033,19,2017,Nuevo León,Linares,Otros programas,Urbano,8,4711228.0
034,19,2017,Nuevo León,Marín,Mejoramientos,Semiurbano,12,314754.0
036,19,2017,Nuevo León,Mier y Noriega,Viviendas nuevas,Rural,1,1462477.0
036,19,2017,Nuevo León,Mier y Noriega,Mejoramientos,Rural,1,10097.0
037,19,2017,Nuevo León,Mina,Mejoramientos,Semiurbano,16,481085.0
038,19,2017,Nuevo León,Montemorelos,Viviendas nuevas,Urbano,16,10816549.0
038,19,2017,Nuevo León,Montemorelos,Viviendas existentes,Urbano,14,13944646.0
038,19,2017,Nuevo León,Montemorelos,Mejoramientos,Urbano,75,1694833.0
038,19,2017,Nuevo León,Montemorelos,Otros programas,Urbano,5,3460453.0
039,19,2017,Nuevo León,Monterrey,Viviendas nuevas,Urbano,2195,4527437336.0
039,19,2017,Nuevo León,Monterrey,Viviendas existentes,Urbano,754,1284834224.0
039,19,2017,Nuevo León,Monterrey,Mejoramientos,Urbano,2049,225662537.0
039,19,2017,Nuevo León,Monterrey,Otros programas,Urbano,527,769512777.0
041,19,2017,Nuevo León,Pesquería,Viviendas nuevas,Urbano,35,8463463.0
041,19,2017,Nuevo León,Pesquería,Viviendas existentes,Urbano,11,4124925.0
041,19,2017,Nuevo León,Pesquería,Mejoramientos,Urbano,116,3646229.0
041,19,2017,Nuevo León,Pesquería,Otros programas,Urbano,1,1000000.0
042,19,2017,Nuevo León,Los Ramones,Viviendas nuevas,Rural,2,2922908.0
042,19,2017,Nuevo León,Los Ramones,Viviendas existentes,Rural,1,1134723.0
043,19,2017,Nuevo León,Rayones,Viviendas nuevas,Rural,1,900000.0
043,19,2017,Nuevo León,Rayones,Mejoramientos,Rural,1,10880.0
044,19,2017,Nuevo León,Sabinas Hidalgo,Viviendas nuevas,Urbano,3,893610.0
044,19,2017,Nuevo León,Sabinas Hidalgo,Viviendas existentes,Urbano,2,955731.0
044,19,2017,Nuevo León,Sabinas Hidalgo,Mejoramientos,Urbano,18,406656.0
044,19,2017,Nuevo León,Sabinas Hidalgo,Otros programas,Urbano,1,737111.0
045,19,2017,Nuevo León,Salinas Victoria,Viviendas nuevas,Semiurbano,32,11097025.0
045,19,2017,Nuevo León,Salinas Victoria,Viviendas existentes,Semiurbano,4,712360.0
045,19,2017,Nuevo León,Salinas Victoria,Mejoramientos,Semiurbano,79,2300198.0
046,19,2017,Nuevo León,San Nicolás de los Garza,Viviendas nuevas,Urbano,506,618853900.0
046,19,2017,Nuevo León,San Nicolás de los Garza,Viviendas existentes,Urbano,281,241496912.0
046,19,2017,Nuevo León,San Nicolás de los Garza,Mejoramientos,Urbano,1044,43510964.0
046,19,2017,Nuevo León,San Nicolás de los Garza,Otros programas,Urbano,124,87900393.0
047,19,2017,Nuevo León,Hidalgo,Viviendas nuevas,Urbano,1,1200000.0
047,19,2017,Nuevo León,Hidalgo,Mejoramientos,Urbano,85,2642170.0
048,19,2017,Nuevo León,Santa Catarina,Viviendas nuevas,Urbano,343,469529667.0
048,19,2017,Nuevo León,Santa Catarina,Viviendas existentes,Urbano,186,140714445.0
048,19,2017,Nuevo León,Santa Catarina,Mejoramientos,Urbano,611,30923868.0
048,19,2017,Nuevo León,Santa Catarina,Otros programas,Urbano,74,48966919.0
049,19,2017,Nuevo León,Santiago,Viviendas nuevas,Urbano,76,156332234.0
049,19,2017,Nuevo León,Santiago,Viviendas existentes,Urbano,18,24182953.0
049,19,2017,Nuevo León,Santiago,Mejoramientos,Urbano,26,11936233.0
049,19,2017,Nuevo León,Santiago,Otros programas,Urbano,83,91426077.0
051,19,2017,Nuevo León,Villaldama,Mejoramientos,Semiurbano,2,62262.0
002,20,2017,Oaxaca,Acatlán de Pérez Figueroa,Mejoramientos,Rural,24,739058.0
005,20,2017,Oaxaca,Asunción Ixtaltepec,Mejoramientos,Rural,5,74186.0
006,20,2017,Oaxaca,Asunción Nochixtlán,Viviendas existentes,Urbano,1,375964.0
010,20,2017,Oaxaca,El Barrio de la Soledad,Mejoramientos,Rural,66,2062462.0
013,20,2017,Oaxaca,Ciénega de Zimatlán,Mejoramientos,Semiurbano,2,45772.0
014,20,2017,Oaxaca,Ciudad Ixtepec,Viviendas existentes,Urbano,1,597637.0
014,20,2017,Oaxaca,Ciudad Ixtepec,Mejoramientos,Urbano,16,493865.0
020,20,2017,Oaxaca,Constancia del Rosario,Viviendas nuevas,Rural,1,348207.0
021,20,2017,Oaxaca,Cosolapa,Viviendas nuevas,Semiurbano,1,349989.0
021,20,2017,Oaxaca,Cosolapa,Mejoramientos,Semiurbano,1,25702.0
023,20,2017,Oaxaca,Cuilápam de Guerrero,Viviendas nuevas,Urbano,2,499903.0
023,20,2017,Oaxaca,Cuilápam de Guerrero,Viviendas existentes,Urbano,1,627244.0
023,20,2017,Oaxaca,Cuilápam de Guerrero,Mejoramientos,Urbano,12,302246.0
023,20,2017,Oaxaca,Cuilápam de Guerrero,Otros programas,Urbano,1,41446.0
025,20,2017,Oaxaca,Chahuites,Viviendas nuevas,Semiurbano,1,827190.0
028,20,2017,Oaxaca,Heroica Ciudad de Ejutla de Crespo,Mejoramientos,Rural,1,51405.0
032,20,2017,Oaxaca,Fresnillo de Trujano,Mejoramientos,Rural,17,497905.0
033,20,2017,Oaxaca,Guadalupe Etla,Viviendas nuevas,Rural,1,800000.0
033,20,2017,Oaxaca,Guadalupe Etla,Mejoramientos,Rural,2,42301.0
039,20,2017,Oaxaca,Heroica Ciudad de Huajuapan de León,Viviendas nuevas,Urbano,9,3936127.0
039,20,2017,Oaxaca,Heroica Ciudad de Huajuapan de León,Viviendas existentes,Urbano,5,1425272.0
039,20,2017,Oaxaca,Heroica Ciudad de Huajuapan de León,Mejoramientos,Urbano,8,213747.0
039,20,2017,Oaxaca,Heroica Ciudad de Huajuapan de León,Otros programas,Urbano,4,1648222.0
043,20,2017,Oaxaca,Juchitán de Zaragoza,Viviendas nuevas,Urbano,3,2200000.0
043,20,2017,Oaxaca,Juchitán de Zaragoza,Mejoramientos,Urbano,44,1337858.0
043,20,2017,Oaxaca,Juchitán de Zaragoza,Otros programas,Urbano,1,645000.0
044,20,2017,Oaxaca,Loma Bonita,Mejoramientos,Urbano,11,211302.0
045,20,2017,Oaxaca,Magdalena Apasco,Mejoramientos,Rural,9,304562.0
045,20,2017,Oaxaca,Magdalena Apasco,Otros programas,Rural,1,126315.0
052,20,2017,Oaxaca,Magdalena Tequisistlán,Mejoramientos,Semiurbano,2,95045.0
057,20,2017,Oaxaca,Matías Romero Avendaño,Mejoramientos,Mixto,27,633589.0
057,20,2017,Oaxaca,Matías Romero Avendaño,Otros programas,Mixto,1,517400.0
058,20,2017,Oaxaca,Mazatlán Villa de Flores,Mejoramientos,Rural,32,800774.0
063,20,2017,Oaxaca,Nazareno Etla,Mejoramientos,Semiurbano,1,30752.0
063,20,2017,Oaxaca,Nazareno Etla,Otros programas,Semiurbano,1,904725.0
067,20,2017,Oaxaca,Oaxaca de Juárez,Viviendas nuevas,Urbano,70,118836249.0
067,20,2017,Oaxaca,Oaxaca de Juárez,Viviendas existentes,Urbano,26,25353446.0
067,20,2017,Oaxaca,Oaxaca de Juárez,Mejoramientos,Urbano,154,8414076.0
067,20,2017,Oaxaca,Oaxaca de Juárez,Otros programas,Urbano,28,35181987.0
068,20,2017,Oaxaca,Ocotlán de Morelos,Viviendas nuevas,Urbano,1,402802.0
068,20,2017,Oaxaca,Ocotlán de Morelos,Viviendas existentes,Urbano,1,364317.0
068,20,2017,Oaxaca,Ocotlán de Morelos,Mejoramientos,Urbano,2,34652.0
077,20,2017,Oaxaca,Reyes Etla,Viviendas existentes,Rural,1,483213.0
077,20,2017,Oaxaca,Reyes Etla,Otros programas,Rural,1,41029.0
079,20,2017,Oaxaca,Salina Cruz,Viviendas nuevas,Urbano,11,15402732.0
079,20,2017,Oaxaca,Salina Cruz,Viviendas existentes,Urbano,4,4248702.0
079,20,2017,Oaxaca,Salina Cruz,Mejoramientos,Urbano,74,1502886.0
079,20,2017,Oaxaca,Salina Cruz,Otros programas,Urbano,3,1475158.0
083,20,2017,Oaxaca,San Agustín de las Juntas,Mejoramientos,Semiurbano,3,124733.0
084,20,2017,Oaxaca,San Agustín Etla,Viviendas nuevas,Semiurbano,1,3000000.0
084,20,2017,Oaxaca,San Agustín Etla,Mejoramientos,Semiurbano,1,43144.0
084,20,2017,Oaxaca,San Agustín Etla,Otros programas,Semiurbano,1,2757639.0
087,20,2017,Oaxaca,San Agustín Yatareni,Viviendas nuevas,Semiurbano,1,400000.0
091,20,2017,Oaxaca,San Andrés Huayápam,Viviendas nuevas,Semiurbano,3,3398601.0
091,20,2017,Oaxaca,San Andrés Huayápam,Otros programas,Semiurbano,3,1804123.0
107,20,2017,Oaxaca,San Antonio de la Cal,Mejoramientos,Urbano,3,85457.0
115,20,2017,Oaxaca,San Bartolo Coyotepec,Mejoramientos,Semiurbano,5,169597.0
119,20,2017,Oaxaca,San Bartolomé Yucuañe,Mejoramientos,Rural,2,26851.0
124,20,2017,Oaxaca,San Blas Atempa,Mejoramientos,Semiurbano,3,68995.0
130,20,2017,Oaxaca,San Dionisio del Mar,Mejoramientos,Semiurbano,1,51406.0
134,20,2017,Oaxaca,San Felipe Jalapa de Díaz,Mejoramientos,Rural,4,79210.0
137,20,2017,Oaxaca,San Francisco Cahuacuá,Viviendas nuevas,Rural,1,922345.0
137,20,2017,Oaxaca,San Francisco Cahuacuá,Viviendas existentes,Rural,1,66612.0
137,20,2017,Oaxaca,San Francisco Cahuacuá,Mejoramientos,Rural,1,26621.0
144,20,2017,Oaxaca,San Francisco Jaltepetongo,Mejoramientos,Rural,2,26634.0
145,20,2017,Oaxaca,San Francisco Lachigoló,Otros programas,Semiurbano,1,242694.0
150,20,2017,Oaxaca,San Francisco Telixtlahuaca,Mejoramientos,Semiurbano,7,262165.0
157,20,2017,Oaxaca,San Jacinto Amilpas,Viviendas nuevas,Urbano,14,10046019.0
157,20,2017,Oaxaca,San Jacinto Amilpas,Viviendas existentes,Urbano,2,1834598.0
157,20,2017,Oaxaca,San Jacinto Amilpas,Mejoramientos,Urbano,7,287695.0
157,20,2017,Oaxaca,San Jacinto Amilpas,Otros programas,Urbano,3,2099212.0
166,20,2017,Oaxaca,San José Chiltepec,Mejoramientos,Rural,4,82778.0
174,20,2017,Oaxaca,Ánimas Trujano,Mejoramientos,Semiurbano,2,96036.0
177,20,2017,Oaxaca,San Juan Bautista Cuicatlán,Mejoramientos,Semiurbano,1,44458.0
178,20,2017,Oaxaca,San Juan Bautista Guelache,Viviendas nuevas,Rural,1,136474.0
178,20,2017,Oaxaca,San Juan Bautista Guelache,Viviendas existentes,Rural,1,558752.0
178,20,2017,Oaxaca,San Juan Bautista Guelache,Mejoramientos,Rural,3,115919.0
178,20,2017,Oaxaca,San Juan Bautista Guelache,Otros programas,Rural,1,251031.0
184,20,2017,Oaxaca,San Juan Bautista Tuxtepec,Viviendas nuevas,Urbano,6,3686500.0
184,20,2017,Oaxaca,San Juan Bautista Tuxtepec,Viviendas existentes,Urbano,5,9056506.0
184,20,2017,Oaxaca,San Juan Bautista Tuxtepec,Mejoramientos,Urbano,261,6725334.0
184,20,2017,Oaxaca,San Juan Bautista Tuxtepec,Otros programas,Urbano,1,183577.0
192,20,2017,Oaxaca,San Juan Chilateca,Mejoramientos,Rural,2,66374.0
198,20,2017,Oaxaca,San Juan Guichicovi,Mejoramientos,Rural,2,24966.0
207,20,2017,Oaxaca,San Juan Mazatlán,Mejoramientos,Rural,6,254455.0
207,20,2017,Oaxaca,San Juan Mazatlán,Otros programas,Rural,2,1015072.0
227,20,2017,Oaxaca,San Lorenzo Cacaotepec,Viviendas nuevas,Semiurbano,7,6110196.0
227,20,2017,Oaxaca,San Lorenzo Cacaotepec,Viviendas existentes,Semiurbano,2,1373300.0
227,20,2017,Oaxaca,San Lorenzo Cacaotepec,Mejoramientos,Semiurbano,8,312334.0
227,20,2017,Oaxaca,San Lorenzo Cacaotepec,Otros programas,Semiurbano,5,2909676.0
232,20,2017,Oaxaca,San Lucas Ojitlán,Mejoramientos,Rural,1,22134.0
238,20,2017,Oaxaca,San Martín de los Cansecos,Mejoramientos,Rural,1,9557.0
252,20,2017,Oaxaca,San Mateo Peñasco,Viviendas existentes,Rural,1,607477.0
252,20,2017,Oaxaca,San Mateo Peñasco,Otros programas,Rural,1,63024.0
266,20,2017,Oaxaca,San Miguel del Puerto,Viviendas nuevas,Rural,1,1050000.0
266,20,2017,Oaxaca,San Miguel del Puerto,Mejoramientos,Rural,2,50780.0
277,20,2017,Oaxaca,Villa Sola de Vega,Mejoramientos,Rural,4,112409.0
278,20,2017,Oaxaca,San Miguel Soyaltepec,Mejoramientos,Rural,1,34410.0
293,20,2017,Oaxaca,San Pablo Etla,Viviendas nuevas,Semiurbano,3,856510.0
293,20,2017,Oaxaca,San Pablo Etla,Viviendas existentes,Semiurbano,5,1830920.0
293,20,2017,Oaxaca,San Pablo Etla,Mejoramientos,Semiurbano,10,449384.0
293,20,2017,Oaxaca,San Pablo Etla,Otros programas,Semiurbano,2,3050000.0
295,20,2017,Oaxaca,San Pablo Huixtepec,Mejoramientos,Semiurbano,1,14706.0
307,20,2017,Oaxaca,San Pedro Huamelula,Mejoramientos,Rural,5,93601.0
308,20,2017,Oaxaca,San Pedro Huilotepec,Mejoramientos,Semiurbano,4,71793.0
310,20,2017,Oaxaca,San Pedro Ixtlahuaca,Mejoramientos,Rural,2,33735.0
318,20,2017,Oaxaca,San Pedro Mixtepec -Dto. 22 -,Viviendas nuevas,Urbano,4,2430557.0
318,20,2017,Oaxaca,San Pedro Mixtepec -Dto. 22 -,Mejoramientos,Urbano,28,932306.0
318,20,2017,Oaxaca,San Pedro Mixtepec -Dto. 22 -,Otros programas,Urbano,2,1270025.0
324,20,2017,Oaxaca,San Pedro Pochutla,Mejoramientos,Rural,17,490251.0
327,20,2017,Oaxaca,San Pedro Tapanatepec,Viviendas nuevas,Semiurbano,1,1287750.0
327,20,2017,Oaxaca,San Pedro Tapanatepec,Mejoramientos,Semiurbano,1,51180.0
334,20,2017,Oaxaca,Villa de Tututepec,Mejoramientos,Mixto,3,117561.0
337,20,2017,Oaxaca,San Pedro y San Pablo Ayutla,Mejoramientos,Rural,1,48301.0
338,20,2017,Oaxaca,Villa de Etla,Mejoramientos,Semiurbano,1,20630.0
338,20,2017,Oaxaca,Villa de Etla,Otros programas,Semiurbano,2,282070.0
342,20,2017,Oaxaca,San Raymundo Jalpan,Viviendas existentes,Rural,1,326288.0
342,20,2017,Oaxaca,San Raymundo Jalpan,Mejoramientos,Rural,1,28686.0
350,20,2017,Oaxaca,San Sebastián Tutla,Viviendas nuevas,Semiurbano,5,5323223.0
350,20,2017,Oaxaca,San Sebastián Tutla,Viviendas existentes,Semiurbano,1,646000.0
350,20,2017,Oaxaca,San Sebastián Tutla,Mejoramientos,Semiurbano,9,495262.0
350,20,2017,Oaxaca,San Sebastián Tutla,Otros programas,Semiurbano,4,612028.0
375,20,2017,Oaxaca,Santa Cruz Amilpas,Mejoramientos,Semiurbano,9,797846.0
375,20,2017,Oaxaca,Santa Cruz Amilpas,Otros programas,Semiurbano,2,762978.0
379,20,2017,Oaxaca,Santa Cruz Nundaco,Viviendas existentes,Rural,1,563039.0
379,20,2017,Oaxaca,Santa Cruz Nundaco,Otros programas,Rural,1,58414.0
385,20,2017,Oaxaca,Santa Cruz Xoxocotlán,Viviendas nuevas,Urbano,73,56338019.0
385,20,2017,Oaxaca,Santa Cruz Xoxocotlán,Viviendas existentes,Urbano,25,12695908.0
385,20,2017,Oaxaca,Santa Cruz Xoxocotlán,Mejoramientos,Urbano,36,1024811.0
385,20,2017,Oaxaca,Santa Cruz Xoxocotlán,Otros programas,Urbano,12,4462431.0
386,20,2017,Oaxaca,Santa Cruz Zenzontepec,Viviendas nuevas,Rural,1,393228.0
386,20,2017,Oaxaca,Santa Cruz Zenzontepec,Mejoramientos,Rural,2,66322.0
386,20,2017,Oaxaca,Santa Cruz Zenzontepec,Otros programas,Rural,1,393228.0
390,20,2017,Oaxaca,Santa Lucía del Camino,Viviendas nuevas,Urbano,4,8624500.0
390,20,2017,Oaxaca,Santa Lucía del Camino,Viviendas existentes,Urbano,3,4128698.0
390,20,2017,Oaxaca,Santa Lucía del Camino,Mejoramientos,Urbano,11,341613.0
390,20,2017,Oaxaca,Santa Lucía del Camino,Otros programas,Urbano,4,1677480.0
397,20,2017,Oaxaca,Heroica Ciudad de Tlaxiaco,Mejoramientos,Rural,1,51406.0
397,20,2017,Oaxaca,Heroica Ciudad de Tlaxiaco,Otros programas,Rural,2,762993.0
398,20,2017,Oaxaca,Ayoquezco de Aldama,Mejoramientos,Semiurbano,2,102812.0
399,20,2017,Oaxaca,Santa María Atzompa,Viviendas nuevas,Urbano,13,7978862.0
399,20,2017,Oaxaca,Santa María Atzompa,Viviendas existentes,Urbano,8,2854688.0
399,20,2017,Oaxaca,Santa María Atzompa,Mejoramientos,Urbano,15,375801.0
399,20,2017,Oaxaca,Santa María Atzompa,Otros programas,Urbano,11,6637397.0
401,20,2017,Oaxaca,Santa María Colotepec,Viviendas nuevas,Rural,1,2999999.0
401,20,2017,Oaxaca,Santa María Colotepec,Mejoramientos,Rural,8,242364.0
403,20,2017,Oaxaca,Santa María Coyotepec,Mejoramientos,Semiurbano,1,32518.0
409,20,2017,Oaxaca,Santa María del Tule,Viviendas nuevas,Semiurbano,4,3585751.0
409,20,2017,Oaxaca,Santa María del Tule,Viviendas existentes,Semiurbano,1,763744.0
409,20,2017,Oaxaca,Santa María del Tule,Mejoramientos,Semiurbano,5,122098.0
410,20,2017,Oaxaca,Santa María Ecatepec,Mejoramientos,Rural,1,38777.0
413,20,2017,Oaxaca,Santa María Huatulco,Viviendas nuevas,Mixto,22,11218620.0
413,20,2017,Oaxaca,Santa María Huatulco,Viviendas existentes,Mixto,11,25765733.0
413,20,2017,Oaxaca,Santa María Huatulco,Mejoramientos,Mixto,28,676446.0
413,20,2017,Oaxaca,Santa María Huatulco,Otros programas,Mixto,3,3472593.0
417,20,2017,Oaxaca,Santa María Jacatepec,Mejoramientos,Rural,3,65674.0
421,20,2017,Oaxaca,Santa María Mixtequilla,Mejoramientos,Semiurbano,2,102792.0
427,20,2017,Oaxaca,Santa María Petapa,Mejoramientos,Rural,6,179507.0
467,20,2017,Oaxaca,Santiago Jamiltepec,Mejoramientos,Semiurbano,4,89906.0
482,20,2017,Oaxaca,Santiago Pinotepa Nacional,Viviendas nuevas,Urbano,1,300584.0
482,20,2017,Oaxaca,Santiago Pinotepa Nacional,Viviendas existentes,Urbano,3,1457006.0
482,20,2017,Oaxaca,Santiago Pinotepa Nacional,Mejoramientos,Urbano,15,404816.0
483,20,2017,Oaxaca,Santiago Suchilquitongo,Viviendas existentes,Semiurbano,1,594858.0
483,20,2017,Oaxaca,Santiago Suchilquitongo,Mejoramientos,Semiurbano,2,63997.0
499,20,2017,Oaxaca,Santiago Yolomécatl,Mejoramientos,Rural,1,51406.0
505,20,2017,Oaxaca,Santo Domingo Ingenio,Mejoramientos,Semiurbano,2,69256.0
507,20,2017,Oaxaca,Santo Domingo Armenta,Viviendas nuevas,Semiurbano,1,1421000.0
513,20,2017,Oaxaca,Santo Domingo Petapa,Mejoramientos,Semiurbano,2,92116.0
515,20,2017,Oaxaca,Santo Domingo Tehuantepec,Viviendas nuevas,Urbano,23,24410289.0
515,20,2017,Oaxaca,Santo Domingo Tehuantepec,Viviendas existentes,Urbano,5,1214039.0
515,20,2017,Oaxaca,Santo Domingo Tehuantepec,Mejoramientos,Urbano,24,545563.0
515,20,2017,Oaxaca,Santo Domingo Tehuantepec,Otros programas,Urbano,3,1047234.0
519,20,2017,Oaxaca,Santo Domingo Tomaltepec,Mejoramientos,Semiurbano,1,25982.0
526,20,2017,Oaxaca,Santos Reyes Nopala,Mejoramientos,Rural,1,33573.0
539,20,2017,Oaxaca,Soledad Etla,Mejoramientos,Semiurbano,5,87740.0
545,20,2017,Oaxaca,Teotitlán de Flores Magón,Viviendas existentes,Semiurbano,1,513299.0
550,20,2017,Oaxaca,San Jerónimo Tlacochahuaya,Viviendas nuevas,Semiurbano,1,1010000.0
550,20,2017,Oaxaca,San Jerónimo Tlacochahuaya,Mejoramientos,Semiurbano,3,119173.0
551,20,2017,Oaxaca,Tlacolula de Matamoros,Viviendas nuevas,Urbano,1,245962.0
551,20,2017,Oaxaca,Tlacolula de Matamoros,Mejoramientos,Urbano,3,79010.0
553,20,2017,Oaxaca,Tlalixtac de Cabrera,Viviendas nuevas,Semiurbano,5,10425754.0
553,20,2017,Oaxaca,Tlalixtac de Cabrera,Viviendas existentes,Semiurbano,1,155384.0
553,20,2017,Oaxaca,Tlalixtac de Cabrera,Mejoramientos,Semiurbano,5,107399.0
553,20,2017,Oaxaca,Tlalixtac de Cabrera,Otros programas,Semiurbano,1,2840526.0
555,20,2017,Oaxaca,Trinidad Zaachila,Mejoramientos,Rural,1,39931.0
557,20,2017,Oaxaca,Unión Hidalgo,Mejoramientos,Semiurbano,2,72662.0
559,20,2017,Oaxaca,San Juan Bautista Valle Nacional,Mejoramientos,Rural,1,51405.0
561,20,2017,Oaxaca,Yaxe,Mejoramientos,Semiurbano,1,13079.0
565,20,2017,Oaxaca,Villa de Zaachila,Viviendas nuevas,Urbano,6,4054357.0
565,20,2017,Oaxaca,Villa de Zaachila,Viviendas existentes,Urbano,2,943259.0
565,20,2017,Oaxaca,Villa de Zaachila,Mejoramientos,Urbano,5,162778.0
565,20,2017,Oaxaca,Villa de Zaachila,Otros programas,Urbano,2,885163.0
570,20,2017,Oaxaca,Zimatlán de Álvarez,Viviendas nuevas,Semiurbano,1,1015697.0
570,20,2017,Oaxaca,Zimatlán de Álvarez,Mejoramientos,Semiurbano,3,75032.0
001,21,2017,Puebla,Acajete,Mejoramientos,Semiurbano,12,421985.0
003,21,2017,Puebla,Acatlán,Mejoramientos,Urbano,113,2928914.0
004,21,2017,Puebla,Acatzingo,Mejoramientos,Mixto,1,51405.0
008,21,2017,Puebla,Ahuazotepec,Viviendas existentes,Rural,3,1881171.0
008,21,2017,Puebla,Ahuazotepec,Otros programas,Rural,1,19345.0
010,21,2017,Puebla,Ajalpan,Viviendas existentes,Rural,1,864579.0
010,21,2017,Puebla,Ajalpan,Mejoramientos,Rural,18,379440.0
012,21,2017,Puebla,Aljojuca,Mejoramientos,Semiurbano,1,7341.0
013,21,2017,Puebla,Altepexi,Mejoramientos,Urbano,14,312350.0
015,21,2017,Puebla,Amozoc,Viviendas nuevas,Urbano,35,27155680.0
015,21,2017,Puebla,Amozoc,Viviendas existentes,Urbano,14,5360195.0
015,21,2017,Puebla,Amozoc,Mejoramientos,Urbano,112,3269471.0
015,21,2017,Puebla,Amozoc,Otros programas,Urbano,2,1234570.0
